match_id,date,time,home_team,away_team,home_score,away_score,stadium,city,round,referee_name,attendance,season_label,season_start_year,season_end_year,stage,source_file
69,20.12.2006,19:40,Al Khaleej,Al-Hilal,0,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
70,25.12.2006,19:40,Al-Hilal,Al Wehda,0,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
71,25.12.2006,19:40,Al Ahli SC,Al-Hazem,3,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
72,26.12.2006,19:35,Al-Shabab,Al Khaleej,3,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
73,26.12.2006,19:35,Al Taee,Al-Faisaly,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
74,26.12.2006,19:40,Al-Ittihad FC,Al-Nassr,3,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
75,03.01.2007,19:40,Al-Shabab,Al Taee,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
76,03.01.2007,19:40,Al Qadisiya,Al-Ittihad FC,1,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
77,03.01.2007,19:40,Al Khaleej,Al Wehda,0,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
78,03.01.2007,19:48,Al-Hazem,Al-Hilal,2,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
79,04.02.2007,19:40,Al-Hazem,Al-Nassr,2,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
80,04.02.2007,19:40,Al Wehda,Al Ahli SC,1,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
81,07.02.2007,19:40,Al-Hilal,Al-Ettifaq,2,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
82,07.02.2007,19:40,Al Qadisiya,Al Taee,0,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
83,08.02.2007,20:00,Al-Nassr,Al-Faisaly,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
84,10.02.2007,20:10,Al Wehda,Al-Shabab,1,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
85,10.02.2007,20:10,Al Khaleej,Al-Hazem,1,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
86,15.02.2007,20:10,Al-Hazem,Al Wehda,2,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
87,15.02.2007,20:15,Al-Ettifaq,Al Khaleej,2,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
88,15.02.2007,20:20,Al-Shabab,Al Qadisiya,3,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
89,16.02.2007,20:10,Al-Ittihad FC,Al-Hilal,1,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
90,17.02.2007,16:00,Al Taee,Al-Nassr,0,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
91,17.02.2007,20:10,Al-Faisaly,Al Ahli SC,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
92,08.03.2007,20:25,Al Wehda,Al-Ettifaq,2,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
93,08.03.2007,20:25,Al Khaleej,Al-Ittihad FC,2,8,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
94,09.03.2007,20:25,Al Qadisiya,Al-Nassr,1,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
95,09.03.2007,20:25,Al Ahli SC,Al Taee,3,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
96,11.03.2007,20:10,Al-Hilal,Al-Faisaly,2,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
97,12.03.2007,20:10,Al-Hazem,Al-Shabab,1,3,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
98,15.03.2007,20:10,Al Qadisiya,Al Ahli SC,0,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
99,16.03.2007,20:10,Al-Ittihad FC,Al Wehda,1,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
100,16.03.2007,20:10,Al-Faisaly,Al Khaleej,1,4,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
101,17.03.2007,20:10,Al-Nassr,Al-Shabab,0,3,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
102,17.03.2007,20:10,Al-Ettifaq,Al-Hazem,0,3,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
103,22.03.2007,20:10,Al-Nassr,Al-Ettifaq,3,3,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
104,22.03.2007,20:10,Al-Ittihad FC,Al Ahli SC,3,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
105,22.03.2007,20:10,Al-Faisaly,Al Qadisiya,0,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
106,26.03.2007,20:00,Al Khaleej,Al Taee,1,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
107,26.03.2007,20:10,Al-Shabab,Al-Ettifaq,2,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
108,26.03.2007,20:10,Al-Hilal,Al Qadisiya,3,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
109,27.03.2007,20:20,Al-Hazem,Al-Ittihad FC,1,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
110,27.03.2007,20:20,Al Wehda,Al-Faisaly,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
111,27.03.2007,20:30,Al Ahli SC,Al-Nassr,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
112,31.03.2007,16:00,Al Taee,Al-Hilal,0,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
113,11.04.2007,20:20,Al-Ettifaq,Al Ahli SC,2,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
114,12.04.2007,20:20,Al Taee,Al Wehda,1,4,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
115,12.04.2007,20:20,Al Qadisiya,Al Khaleej,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
116,13.04.2007,20:20,Al-Faisaly,Al-Hazem,4,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
117,15.04.2007,20:20,Al-Nassr,Al-Hilal,0,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
118,15.04.2007,20:20,Al-Ettifaq,Al-Ittihad FC,2,3,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
119,15.04.2007,20:20,Al Ahli SC,Al-Shabab,1,5,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
120,26.04.2007,20:35,Al-Hazem,Al Taee,2,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
121,26.04.2007,20:35,Al-Ettifaq,Al-Faisaly,4,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
122,26.04.2007,20:35,Al Wehda,Al Qadisiya,2,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
123,26.04.2007,20:42,Al-Nassr,Al Khaleej,0,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
124,30.04.2007,20:35,Al-Ittihad FC,Al-Shabab,2,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
125,30.04.2007,20:35,Al-Hilal,Al Ahli SC,3,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
126,04.05.2007,20:45,Al-Shabab,Al-Hilal,3,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
127,04.05.2007,20:45,Al Ahli SC,Al-Ittihad FC,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
128,10.05.2007,20:45,Al-Ittihad FC,Al-Faisaly,5,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
129,10.05.2007,20:45,Al Wehda,Al-Nassr,2,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
130,10.05.2007,20:45,Al Taee,Al-Ettifaq,1,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
131,10.05.2007,20:45,Al Qadisiya,Al-Hazem,0,0,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
132,10.05.2007,20:45,Al Khaleej,Al Ahli SC,1,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
133,18.05.2007,19:00,Al Wehda,Al-Shabab,2,1,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
134,24.05.2007,19:00,Al-Ittihad FC,Al Wehda,3,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
135,01.06.2007,19:00,Al-Hilal,Al-Ittihad FC,1,2,,,,,,2006-2007,2006,2007,FS,SPL-2006-2007-FS.csv
1,23.08.2007,20:40,Al-Ittihad FC,Najran,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
2,23.08.2007,20:40,Al-Hilal,Al Watani,5,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
3,23.08.2007,20:40,Al Qadisiya,Al Wehda,0,4,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
4,24.08.2007,20:40,Al-Hazem,Al Ahli SC,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
5,24.08.2007,20:42,Al-Shabab,Al-Nassr,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
6,30.08.2007,20:40,Al Wehda,Al-Hazem,3,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
7,30.08.2007,20:40,Al Watani,Al-Ittihad FC,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
8,31.08.2007,20:15,Najran,Al Qadisiya,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
9,31.08.2007,20:40,Al Taee,Al-Shabab,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
10,13.09.2007,22:15,Al-Shabab,Al Ahli SC,1,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
11,13.09.2007,22:15,Al-Ettifaq,Al Wehda,4,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
12,14.09.2007,22:15,Al-Ittihad FC,Al Qadisiya,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
13,14.09.2007,22:15,Al-Hazem,Najran,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
14,14.09.2007,22:15,Al Watani,Al-Nassr,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
15,20.09.2007,22:15,Najran,Al-Ettifaq,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
16,20.09.2007,22:15,Al-Nassr,Al-Ittihad FC,1,5,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
17,20.09.2007,22:15,Al Taee,Al Watani,2,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
18,20.09.2007,22:15,Al Qadisiya,Al-Hazem,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
19,22.09.2007,22:30,Al-Shabab,Al Wehda,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
20,25.09.2007,22:00,Al-Nassr,Al Taee,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
21,25.09.2007,22:00,Al-Hazem,Al-Ittihad FC,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
22,25.09.2007,22:00,Al-Ettifaq,Al Qadisiya,5,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
23,26.09.2007,22:15,Najran,Al-Shabab,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
24,26.09.2007,22:15,Al Watani,Al Ahli SC,3,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
25,29.09.2007,22:15,Al-Ittihad FC,Al Taee,5,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
26,29.09.2007,22:15,Al-Hazem,Al-Ettifaq,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
27,30.09.2007,22:15,Al-Hilal,Najran,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
28,30.09.2007,22:15,Al Ahli SC,Al-Nassr,0,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
29,18.10.2007,19:50,Al-Shabab,Al-Hazem,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
30,18.10.2007,19:50,Al-Nassr,Al Wehda,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
31,18.10.2007,19:50,Al-Ittihad FC,Al-Ettifaq,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
32,18.10.2007,19:50,Al Qadisiya,Al-Hilal,2,4,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
33,19.10.2007,19:50,Najran,Al Watani,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
34,19.10.2007,19:50,Al Taee,Al Ahli SC,0,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
35,25.10.2007,19:50,Al-Nassr,Najran,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
36,25.10.2007,19:50,Al Watani,Al Qadisiya,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
37,25.10.2007,19:50,Al Ahli SC,Al-Ittihad FC,0,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
38,28.10.2007,19:50,Al-Hilal,Al-Hazem,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
39,28.10.2007,19:50,Al-Ettifaq,Al-Shabab,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
40,28.10.2007,19:50,Al Wehda,Al Taee,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
41,05.11.2007,19:43,Al Qadisiya,Al-Shabab,2,5,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
42,05.11.2007,19:45,Al-Ittihad FC,Al Watani,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
43,06.11.2007,19:40,Al-Nassr,Al-Hilal,1,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
44,06.11.2007,19:45,Al Ahli SC,Al-Ettifaq,2,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
45,29.11.2007,19:30,Al Wehda,Najran,6,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
46,29.11.2007,19:30,Al Watani,Al-Shabab,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
47,29.11.2007,19:30,Al Ahli SC,Al Qadisiya,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
48,30.11.2007,19:30,Al-Hazem,Al Taee,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
49,01.12.2007,19:30,Al-Hilal,Al-Ittihad FC,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
50,01.12.2007,19:30,Al-Ettifaq,Al-Nassr,1,4,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
51,05.12.2007,19:34,Al-Nassr,Al-Shabab,2,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
52,05.12.2007,19:34,Al Watani,Al-Hilal,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
53,05.12.2007,19:34,Al Taee,Al-Ettifaq,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
54,06.12.2007,19:30,Najran,Al-Ittihad FC,2,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
55,06.12.2007,19:38,Al Wehda,Al Qadisiya,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
56,06.12.2007,19:38,Al Ahli SC,Al-Hazem,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
57,10.12.2007,19:33,Al-Hazem,Al Watani,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
58,10.12.2007,19:33,Al Qadisiya,Al-Nassr,0,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
59,10.12.2007,19:36,Al-Hilal,Al-Ettifaq,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
60,10.12.2007,19:40,Al Ahli SC,Al Wehda,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
61,11.12.2007,19:30,Al Taee,Najran,3,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
62,11.12.2007,19:32,Al-Shabab,Al-Ittihad FC,3,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
63,14.12.2007,19:40,Al-Hilal,Al-Nassr,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
64,14.12.2007,19:40,Al-Hazem,Al Wehda,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
65,14.12.2007,19:40,Al-Ettifaq,Al Ahli SC,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
66,15.12.2007,19:30,Al-Shabab,Al Taee,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
67,15.12.2007,19:30,Al Qadisiya,Najran,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
68,27.12.2007,19:36,Najran,Al-Hazem,2,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
69,27.12.2007,19:45,Al-Nassr,Al Watani,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
70,28.12.2007,19:40,Al Taee,Al-Hilal,0,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
71,28.12.2007,19:45,Al Ahli SC,Al-Shabab,1,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
72,29.12.2007,19:45,Al Wehda,Al-Ittihad FC,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
73,02.01.2008,19:45,Al Watani,Al Taee,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
74,02.01.2008,19:46,Al-Hilal,Al Ahli SC,1,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
75,03.01.2008,19:45,Al Wehda,Al-Shabab,0,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
76,03.01.2008,19:47,Al-Ittihad FC,Al-Nassr,4,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
77,04.01.2008,19:40,Al-Hazem,Al Qadisiya,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
78,07.01.2008,19:45,Al Wehda,Al-Hilal,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
79,07.01.2008,19:49,Al-Ettifaq,Al Taee,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
80,07.01.2008,19:52,Al Ahli SC,Najran,4,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
81,12.01.2008,19:35,Al Taee,Al-Nassr,1,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
82,12.01.2008,19:50,Al-Ittihad FC,Al-Hazem,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
83,12.01.2008,19:53,Al-Hilal,Al Wehda,3,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
84,13.01.2008,19:55,Al-Shabab,Najran,2,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
85,13.01.2008,19:55,Al Ahli SC,Al Watani,3,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
86,13.01.2008,19:58,Al Qadisiya,Al-Ettifaq,0,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
87,18.01.2008,19:54,Al Wehda,Al-Ettifaq,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
88,18.01.2008,19:56,Al-Hilal,Al Taee,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
89,18.01.2008,20:03,Al-Ittihad FC,Al Ahli SC,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
90,24.01.2008,15:45,Al Watani,Al Wehda,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
91,24.01.2008,19:52,Al Taee,Al-Ittihad FC,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
92,24.01.2008,20:00,Al-Shabab,Al Qadisiya,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
93,24.01.2008,20:00,Al-Nassr,Al Ahli SC,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
94,24.01.2008,20:00,Al-Ettifaq,Al-Hazem,2,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
95,25.01.2008,15:50,Najran,Al-Hilal,0,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
96,18.02.2008,20:15,Al-Ettifaq,Najran,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
97,18.02.2008,20:15,Al Ahli SC,Al-Hilal,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
98,18.02.2008,20:17,Al Wehda,Al Watani,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
99,18.02.2008,20:17,Al Qadisiya,Al-Ittihad FC,1,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
100,22.02.2008,20:14,Al Wehda,Al-Nassr,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
101,22.02.2008,20:17,Al-Hazem,Al-Shabab,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
102,22.02.2008,20:17,Al Ahli SC,Al Taee,3,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
103,22.02.2008,20:18,Al-Hilal,Al Qadisiya,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
104,22.02.2008,20:18,Al-Ettifaq,Al-Ittihad FC,1,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
105,22.02.2008,20:21,Al Watani,Najran,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
106,05.03.2008,20:25,Al-Ittihad FC,Al Wehda,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
107,13.03.2008,20:20,Najran,Al-Nassr,5,4,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
108,13.03.2008,20:20,Al-Shabab,Al-Ettifaq,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
109,13.03.2008,20:20,Al-Hazem,Al-Hilal,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
110,13.03.2008,20:20,Al Taee,Al Wehda,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
111,13.03.2008,20:20,Al Qadisiya,Al Watani,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
112,30.03.2008,20:25,Najran,Al Taee,2,2,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
113,30.03.2008,20:25,Al-Nassr,Al Qadisiya,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
114,30.03.2008,20:25,Al-Ittihad FC,Al-Shabab,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
115,30.03.2008,20:25,Al-Ettifaq,Al-Hilal,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
116,30.03.2008,20:25,Al Wehda,Al Ahli SC,1,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
117,30.03.2008,20:25,Al Watani,Al-Hazem,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
118,04.04.2008,20:25,Najran,Al Ahli SC,2,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
119,04.04.2008,20:25,Al-Shabab,Al-Hilal,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
120,04.04.2008,20:25,Al-Nassr,Al-Hazem,2,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
121,04.04.2008,20:25,Al-Ettifaq,Al Watani,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
122,04.04.2008,20:25,Al Taee,Al Qadisiya,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
123,09.04.2008,20:25,Al-Hilal,Al-Shabab,0,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
124,09.04.2008,20:25,Al-Hazem,Al-Nassr,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
125,09.04.2008,20:25,Al Watani,Al-Ettifaq,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
126,09.04.2008,20:25,Al Qadisiya,Al Taee,1,4,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
127,13.04.2008,20:25,Najran,Al Wehda,3,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
128,13.04.2008,20:25,Al-Shabab,Al Watani,6,0,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
129,13.04.2008,20:25,Al-Nassr,Al-Ettifaq,0,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
130,13.04.2008,20:25,Al-Ittihad FC,Al-Hilal,0,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
131,13.04.2008,20:25,Al Taee,Al-Hazem,1,3,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
132,13.04.2008,20:25,Al Qadisiya,Al Ahli SC,1,1,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
,,,,,,,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
,,,,,,,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
,,,,,,,,,,,,2007-2008,2007,2008,FS,SPL-2007-2008-FS.csv
